desciption1,desciption2
ไม้ล้มลุกมีเหง้าใต้ดินอยู่ได้หลายปี สูง 40-60 เซนติเมตร อาจขึ้นเป็นต้นเดียวหรือหลายต้นรวมกันเป็นกอ สูงประมาณ 20-30 เซนติเมตร ใบเป็นกาบห่อรวมตัวกันแน่นเป็นลำต้นเทียม ใบเดี่ยว เรียงสลับ รูปขอบขนาน ปลายใบแหลม ฐานใบแหลม เส้นใบขนาน ยาว 30-40 เซนติเมตร กว้าง 15-20 เซนติเมตร ขอบใบเรียบ ผิวเกลี้ยง หรือมีขนสั้นนุ่ม ดอกออกเป็นช่อแน่นแบบช่อ,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ต้นกระชาย มีถิ่นกำเนิดในเขตร้อนบริเวณเอเชียตะวันออกเฉียงใต้ โดยจัดเป็นไม้ล้มลุก มีเหง้าสั้น แตกหน่อได้ มีรากอวบ เป็นรูปทรงกระบอกหรือรูปทรงไข่ค่อนข้างยาว ปลายเรียว มีความยาวประมาณ 4-10 เซนติเมตร และกว้างประมาณ 1-2 เซนติเมตร ออกเป็นกระจุก ผิวมีสีน้ำตาลอ่อน ส่วนเนื้อในมีสีเหลืองและมีกลิ่นหอมเฉพาะตัว มักพบขึ้นในป่าดิบร้อนชื้น,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"ต้นการบูร เป็นพรรณไม้พื้นเมืองของประเทศจีน ญี่ปุ่น และไต้หวัน มีเขตการกระจายพันธุ์ในแถบเมดิเตอร์เรเนียน อินโดนีเซีย อินเดีย อียิปต์ แอฟริกาใต้ จาไมกา บราซิล สหรัฐอเมริกา และประเทศไทย โดยจัดเป็นไม้ยืนต้นขนาดใหญ่ ลักษณะเป็นทรงพุ่มกว้างและทึบ มีความสูงของต้นได้ถึง 30 เมตร ลำต้นมีขนาดเส้นผ่านศูนย์กลางถึง 1.5 เมตร เปลือกต้นเป็นสีน้ำตาล ผิวหยาบ ส่วนเปลือกกิ่งเป็นสีเขียวหรือเป็นสีน้ำตาลอ่อน ลำต้นและกิ่งเรียบไม่มีขน ส่วนเนื้อไม้เป็นสีน้ำตาลปนแดง เมื่อนำมากลั่นแล้วจะได้ ""การบูร"" ทุกส่วนมีกลิ่นหอม โดยเฉพาะที่ส่วนที่ของรากและโคนต้น ขยายพันธุ์ด้วยวิธีการเพาะเมล็ด และวิธีการปักชำ",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
งาดำ จัดเป็นพืชที่มีคุณประโยชน์มากมาย การรับประทานเป็นอาหารเพื่อสุขภาพอย่างต่อเนื่องเป็นประจำ จะช่วยเสริมสร้างสุขภาพให้แข็งแรง เมื่ออายุมากขึ้นร่างกายของคุณจะแข็งแรงกว่าผู้ที่ไม่ได้รับประทานอย่างแน่นอน และเป็นยาที่รักษาได้ทุกโรค,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"หญ้าหวาน ชื่อวิทยาศาสตร์ Stevia rebaudiana (Bertoni) Bertoni (ชื่อพ้องวิทยาศาสตร์ Eupatorium rebaudianum Bertoni, Stevia rebaudiana (Bertoni) Hemsl.) จัดอยู่ในวงศ์ทานตะวัน (ASTERACEAE หรือ COMPOSITAE) เป็นพืชพื้นเมืองของประเทศบราซิลและทางภาคตะวันออกเฉียงเหนือของประเทศปารากวัยในทวีปอเมริกาใต้",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ว่านชักมดลูก เป็นพืชที่มีลำต้นเป็นหัวอยู่ใต้ดิน อยู่ในวงศ์ขิง กลุ่มเดียวกับขมิ้นชัน การสุ่มซื้อว่านชักมดลูกในตลาดสมุนไพร พบว่าเป็นเหง้าที่มีลักษณะต่างกันอยู่ กลุ่มที่พบมากจะเรียกกันว่า ว่านชักมดลูกตัวเมีย (Curcuma comosa) และ ว่านชักมดลูกตัวผู้ (Curcuma latifolia),เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
เป็นพืชล้มลุกอายุหลายปี เจริญเติบโตได้ดีในเขตอากาศกึ่งร้อน คือมีอุณหภูมิระหว่าง 18–35 องศาโดยประมาณ เป็นพืชที่สามารถนำมาเป็นสมุนไพรได้ เพราะมีสรรพคุณทางยาที่ช่วยรักษาเกี่ยวกับโรคกระเพาะอาหาร,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
กวาวเครือขาว เป็นสมุนไพรที่ได้รับความนิยมในปัจจุบัน มี 2 พันธุ์ ได้แก่ Pueraria candollei Graham ex Benth. var. mirifica (Airy Shew Savat.) พบมากในจังหวัดสระบุรี โดยฝักจะมีขนยาวกว่าอีกพันธุ์คือ Pueraria candollei Graham ex Benth. var. candollei พบมากในจังหวัดกาญจนบุรีและลำปาง,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
"ว่านดอกทอง หรือที่ในละครเรียกว่า ""รากราคะ"" หรือ ""ว่านรากราคะ"" มีชื่อวิทยาศาสตร์ว่า Curcuma spp. เป็นพืชอยู่ในวงศ์ซิงจิเบอร์เรซี (Zingiberaceae) ซึ่งเป็นพืชตระกูลเดียวกับขิง ถือเป็นว่านโบราณหายาก และใกล้จะสูญพันธุ์แล้ว โดยในประเทศไทยสามารถพบ ""ว่านดอกทอง"" ได้ที่ภาคตะวันตก และภาคเหนือ เช่น ในจังหวัดกาญจนบุรี ตาก และลำปาง",เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ต้นโสมเกาหลี มีถิ่นกำเนิดในประเทศจีนตอนเหนือและประเทศเกาหลี จัดเป็นพืชล้มลุกมีอายุหลายปี ลำต้นฉ่ำน้ำ และมีขนาดประมาณ 60-80 เซนติเมตร ลำต้นมีลักษณะกลมและตั้งตรง มีรากเก็บอาการลักษณะพองโต แยกเป็นง่าม นิยมเก็บรากมาใช้เป็นยาเมื่ออายุประมาณ 4-6 ปี โดยมักขึ้นใต้ร่มเงาไม้อื่น ลำต้นจะแห้งไปในช่วงฤดูหนาว,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
อบเชย เป็นเครื่องเทศที่เชื่อว่าอาจมีคุณประโยชน์ต่อสุขภาพ เช่น ช่วยสมานแผล ป้องกันอาการท้องร่วง มีฤทธิ์ต้านอนุมูลอิสระ ต้านการอักเสบ หรือลดระดับน้ำตาลในเลือด เนื่องจากเปลือกของอบเชยประกอบไปด้วยสารแทนนิน (Tannins) สารอนุมูลอิสระชนิดหนึ่งซึ่งอาจเป็นประโยชน์ต่อร่างกาย,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ขมิ้นชัน (Turmeric) หรือขมิ้น เป็นพืชที่มีเหง้าอยู่ใต้ดิน เนื้อของเหง้ามีสีเหลืองเข้มไปจนถึงสีแสด เอกลักษณ์ที่เด่นชัด คือ รสชาติที่จัดจ้าน สีสันมีความสวยงาม อีกทั้งยังได้มีการนำเอาสมุนไพรมาประยุกต์ผสมผสานลงไปในอาหารไทย ทำให้ได้รสชาติที่ดูแตกต่างแต่ลงตัว เมื่อพูดถึงเรื่อง สมุนไพร ที่คนไทยนิยมนำมาทำอาหาร เราคงจะพลาดที่จะเอ่ยถึง ขมิ้นชัน ไม่ได้ เพราะว่าเป็นอีกหนึ่งวัตถุดิบที่ทำให้อาหารมีสีสันสะดุดตา ตลอดจนมีสรรพคุณทางยาที่เป็นประโยชน์ต่อร่างกายเพิ่มพูนเป็นลำดับถัดมาจากความอร่อย ตอนนี้เราจะมาทำความรู้จักกับสมุนไพรชนิดกันให้มากขึ้น เพราะเหตุใดจึงเป็นที่นิยม และประโยชน์ที่ได้จากสมุนไพรชนิดนี้มีอะไรบ้าง หากพร้อมแล้วมาเริ่มเรียนรู้ไปพร้อมๆ กัน,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ว่านหางจระเข้จึงเป็นสมุนไพร มหัศจรรย์ที่ช่วยรักษาบาดแผลไฟไหม้ น้ำร้อนลวก แผลที่เกิดจากการฉายรังสีได้ดี นอกจากนี้ยังสามารถใช้ในลักษณะ ของเครื่องสำอางได้ด้วยคือป้องกันผิวไหม้เพราะแดดและบำรุงผิว ด้วยวิวัฒนาการทางเทคโนโลยี ทำให้ควบคุมคุณภาพผลิตในรูปแบบของเจล มีความเข้มข้นถึง 87.40% เนื้อเจลคงตัวนานและปราศจากการปนเปื้อนจุลินทรีย์ จึงเหมาะเป็นยาที่ควรมีไว้ประจำบ้าน,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ต้นรางจืด เป็นไม้เลื้อยหรือไม้เถาที่มีเนื้อแข็ง ลำต้นหรือเถานั้นจะกลมเป็นปล้อง มีสีเขียวสดหรือสีเขียวเข้ม ลำต้นไม่มีขนและไม่มีมือจับเหมือนกับตำลึง และมะระ แต่อาศัยลำต้นในการพันรัดขึ้นไป รางจืดเป็นพืชในเขตร้อนและเขตอบอุ่นของทวีปเอเชีย จึงสามารถขึ้นได้ทั่วไปตามป่าดิบชื้นของประเทศไทยทั่วทุกภาค เจริญเติบโตได้เร็วมาก และขยายพันธุ์ด้วยวิธีการใช้เถาในการปักชำ,เพื่อให้ต้นไม้มีการเจริญเติบโตได้อย่างดี อยู่กับคุณไปนานๆ คุณก็ควรดูแลต้นไม้ให้ถูกวิธี โดยการเลือกดินให้เหมาะสมกับชนิดพืช ใส่กรวดลงไปในดินบ้างเพื่อให้ช่วยยึดพืช พร้อมเพิ่มช่องว่างให้อากาศและน้ำถ่ายเทได้อย่างสะดวก ไม่ขังอยู่ในกระถางจนรากเน่าตาย และควรรดน้ำกับความต้องการของต้นไม้ และนำไปตากแดดบ้าง เพื่อให้พืชได้รับแสงอาทิตย์ไว้คอยสังเคราะห์แสง แต่ถึงกระนั้นก็ไม่ควรตั้งกระถางต้นไม้ในที่ร้อนจัดหรือโดนแดดแรงจัดๆอย่างตรงๆมากเกินไป ส่วนพื้นที่มีลมแรงมาก ๆ ก็ไม่เหมาะ เนื่องจากอาจจะทำให้ลำต้นเอียงได้
ตาข่ายพลาสติก โดยปกติมักจะใช้ทดแทนตาข่ายลวดเหล็กหรือตาข่ายอลูมิเนียม สำหรับบริเวณที่ต้องโดนน้ำบ่อยๆหรืออยู่ในที่ค่อยข้างชื้น และไม่ต้องการความแข็งแบบเหล็ก อีกคุณสมบัติเด่น คือ พลาสติกจะไม่มีรอยคม จึงไม่เป็นอันตรายต่อสัตว์เลี้ยง อีกทั้งยังสามารถทำความสะอาดได้ง่าย,-
"ตาข่ายกรองแสง หรือที่ทั่วไปนิยมเรียกกันว่า “สแลน” หรืออีกหลายๆ ชื่อ เช่น สแลนกรองแสง,สแลนบังแดด,ตาข่ายพรางแสง,สแลนสีเขียว หรือ มุ้งเขียว เป็นต้น ที่มีลักษณะเป็นผืน สีเขียว หรือ สีดำ",-
กรรไกรตัดกิ่งถือว่าเป็นอาวุธประจำมือของคนรักสวนไม่ว่าจะใช้งานตัดแต่งกิ่งไม้ ตัดเล็มทรงพุ่มต้นไม้ให้เข้ารูป หรือขยายพันธุ์พืช เรียกว่าเป็นเครื่องมือสามัญประจำสวนที่ควรจะมีติดเอาไว้ เราจึงมีเคล็ดลับการใช้เลือกกรรไกรตัดกิ่งที่ถูกต้อง สำหรับนำไปใช้ให้เหมาะกับงานแต่ละประเภท ตลอดจนการดูแลเครื่องมือให้อยู่ในสภาพที่ดี เพื่อให้งานสวนราบรื่น มีประสิทธิภาพ,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
เอาไว้ตัดหญ้าบนพื้นดิน,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
ช้อนตักดินเล็ก เป็นเครื่องมือที่สำคัญมากในการเตรียมดิน จะใช้จอบในการขุดดินยกแปลงปลูก,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
เลื่อยตัดเหล็ก คือ เครื่องมือที่ใช้ในการตัดเหล็ก ใบเลื่อยมีลักษณะเป็นแถบยาว ปลายใบเลื่อยทั้ง ๒ ข้างติดกับปลายและโคนคันเลื่อย ทำด้วยเหล็กทั่วไป เลื่อยที่ผลิตจากเหล็ก HSS Steel ถือว่าเป็นเหล็กชนิดที่แข็งกว่าเหล็กธรรมดา และ Bi-metal steel เป็นเหล็กผสม 2 ชนิดคือ เหล็กสปริงและ HSS steel เพื่อให้เลื่อยมีความยืดหยุ่นมากขึ้น,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
มีลักษณะปลายแหลม ปลายโค้งเล็กน้อย ใช้สำหรับควั่นกิ่งที่ต้องการจะตอน,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
เอาไว้ใส่ต้นไม้ขนาดเล็ก,-
เอาไว้้ใส่ต้นไม้ขนาดใหญ่,-
จอบ เป็นเครื่องมือที่สำคัญมากในการเตรียมดิน จะใช้จอบในการขุดดินยกแปลงปลูก,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
ช้อนเล็กพรวนดิน SOMIC เป็นเครื่องมือที่ช่วยอำนวยให้การปฏิบัติงานเกษตรมีความสะดวกและรวดเร็ว ลดแรง ถ้าคุณเองเป็นคนหนึ่งที่ชอบการทำสวนหรือสนใจอยากเริ่มทำสวน การเลือกซื้อเครื่องพรวนดินดีๆ สักอันจะเป็นประโยชน์อย่างมาก,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
ใช้ตักดินทำสวน,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
ใช้้ลับคมของมีคม,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
ใช้เกี่ยหน้าดิน,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย
"เก็บผลไม้ในแนวดิ่ง , ผลไม้ที่มีผิวอ่อนโด",-
ใช้พรวนดินในกรถาง,เมื่อใช้แล้วควรล้างทำความสะอาด เช็ดให้แห้งแล้วทาด้วยน้ำมันเพื่อกันสนิม เก็บเข้าที่ให้เรียบร้อย